Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
3143,AN-VVMID012033,Male,Auto Nagar,PRE_PRCS0478360,31-01-2026,Saturday,15:39,Afternoon,Apparel,"Shirts (Casual, Formal)",1,Debit Card,954.80,954.80,0.25,954.55
3144,VKPM_VVMID04473,Male,Visakhapatnam,PRE_PRCS0478351,25-12-2025,Thursday,15:45,Afternoon,General Merchandise,"Hair Accessories (Clips, Bands, Scrunchies)",2,UPI,179.00,358.00,5.75,352.25
3145,VKPM_VVMID04476,Male,Visakhapatnam,PRE_PRCS0478342,04-01-2026,Sunday,15:51,Afternoon,Fruits & Vegitables,Potato,1,UPI,120.00,120.00,0.25,119.75
3146,NAD_VVMID30973,Male,NAD Junction,PRE_PRCS0478333,05-01-2026,Monday,15:57,Afternoon,Fruits & Vegitables,Onion,1,Cash,120.60,120.60,0.25,120.35
3147,DN_VVMID016797,Male,Dwaraka Nagar,PRE_PRCS0478324,06-01-2026,Tuesday,16:03,Afternoon,Fruits & Vegitables,Garlic,1,Credit Card,80.00,80.00,0.25,79.75
3148,VKPM_VVMID04479,Female,Visakhapatnam,PRE_PRCS0478315,31-12-2025,Wednesday,16:09,Afternoon,Grocery & Staples,Mustard Seeds,2,UPI,50.00,100.00,5.75,94.25
3149,GJA_VVMID21265,Male,Gajuwaka,PRE_PRCS0478306,20-01-2026,Tuesday,16:15,Afternoon,Dairy & Frozen,Frozen Beans,1,UPI,329.50,329.50,0.25,329.25
3150,MPM_VVMID28781,Female,Maddilapalem,PRE_PRCS0478297,07-01-2026,Wednesday,16:21,Afternoon,Fruits & Vegitables,Ginger,1,Debit Card,80.00,80.00,0.25,79.75
3151,VKPM_VVMID04482,Male,Visakhapatnam,PRE_PRCS0478288,08-01-2026,Thursday,16:27,Afternoon,Personal Care,Hair Dyes / Colors,6,UPI,179.00,1074.00,27.95,1046.05
3152,VKPM_VVMID04485,Male,Visakhapatnam,PRE_PRCS0478279,11-01-2026,Sunday,16:33,Afternoon,Home & Kitchen,Incense Holders (Agarbatti Stand),1,Debit Card,35.90,35.90,0.25,35.65
3153,VKPM_VVMID04488,Male,Visakhapatnam,PRE_PRCS0478270,20-12-2025,Saturday,16:39,Afternoon,Apparel,Sweaters,1,UPI,2897.00,2897.00,0.25,2896.75
3154,VZNM_VVMID08233,Male,Vizianagaram,PRE_PRCS0478261,26-12-2025,Friday,16:45,Afternoon,General Merchandise,Watches (basic),3,UPI,699.35,2098.05,10.75,2087.30
3155,VZNM_VVMID08241,Female,Vizianagaram,PRE_PRCS0478252,01-01-2026,Thursday,16:51,Afternoon,Grocery & Staples,Fenugreek Seeds,2,UPI,329.50,659.00,5.75,653.25
3156,SKLM_VVMID803940,Male,Srikakulam,PRE_PRCS0478243,27-12-2025,Saturday,16:57,Afternoon,General Merchandise,Jewellery (Fashion/Imitation),4,Net Banking,1098.90,4395.60,16.75,4378.85
3157,SKLM_VVMID803960,Male,Srikakulam,PRE_PRCS0478234,30-12-2025,Tuesday,17:03,Evening,Grocery & Staples,Coriander Seeds,2,Net Banking,107.34,214.68,5.75,208.93
3158,AN-VVMID012047,Female,Auto Nagar,PRE_PRCS0478225,21-01-2026,Wednesday,17:09,Evening,Dairy & Frozen,Frozen Broccoli,1,Cash,280.90,280.90,0.25,280.65
3159,MVPC_VVMID29967,Male,MVP Colony,PRE_PRCS0478216,08-01-2026,Thursday,17:15,Evening,Fruits & Vegitables,Carrot,1,UPI,138.95,138.95,0.25,138.70
3160,NAD_VVMID30977,Male,NAD Junction,PRE_PRCS0478207,07-01-2026,Wednesday,17:21,Evening,Personal Care,Mehendi / Henna,6,Cash,45.80,274.80,27.95,246.85
3161,VKPM_VVMID04491,Male,Visakhapatnam,PRE_PRCS0478198,12-01-2026,Monday,17:27,Evening,Home & Kitchen,Wind Chimes,1,Cash,299.00,299.00,0.25,298.75
3162,VKPM_VVMID04494,Male,Visakhapatnam,PRE_PRCS0478189,21-12-2025,Sunday,17:33,Evening,Apparel,Bibs,1,UPI,200.80,200.80,0.25,200.55
3163,GJA_VVMID21275,Male,Gajuwaka,PRE_PRCS0478180,28-12-2025,Sunday,17:39,Evening,General Merchandise,Rakhi Sets,1,UPI,80.60,80.60,0.25,80.35
3164,GJA_VVMID21285,Male,Gajuwaka,PRE_PRCS0478171,31-12-2025,Wednesday,17:45,Evening,Grocery & Staples,Fennel Seeds,2,UPI,329.50,659.00,5.75,653.25
3165,AN-VVMID012061,Male,Auto Nagar,PRE_PRCS0478162,29-12-2025,Monday,17:51,Evening,General Merchandise,Diwali Diyas & Lights,1,Cash,329.50,329.50,0.25,329.25
3166,GJA_VVMID21295,Female,Gajuwaka,PRE_PRCS0478153,30-12-2025,Tuesday,17:57,Evening,General Merchandise,Rangoli Colors,1,Credit Card,80.60,80.60,0.25,80.35
3167,AN-VVMID012075,Male,Auto Nagar,PRE_PRCS0478144,01-01-2026,Thursday,18:03,Evening,Grocery & Staples,Carom Seeds (Ajwain),1,Cash,100.45,100.45,0.25,100.20
3168,GJA_VVMID21305,Female,Gajuwaka,PRE_PRCS0478135,22-01-2026,Thursday,18:09,Evening,Dairy & Frozen,Frozen Samosa,1,Credit Card,89.60,89.60,0.25,89.35
3169,JMBJ_VVMID26087,Male,Jagadamba Junction,PRE_PRCS0478126,09-01-2026,Friday,18:15,Evening,Fruits & Vegitables,Beetroot,1,UPI,30.80,30.80,0.25,30.55
3170,DN_VVMID016811,Male,Dwaraka Nagar,PRE_PRCS0478117,06-01-2026,Tuesday,18:21,Evening,Personal Care,Hairbrushes / Combs,6,Credit Card,403.60,2421.60,27.95,2393.65
3171,VKPM_VVMID04497,Male,Visakhapatnam,PRE_PRCS0478108,13-01-2026,Tuesday,18:27,Evening,Home & Kitchen,Rangoli Stencils,1,UPI,80.60,80.60,0.25,80.35
3172,NAD_VVMID30981,Male,NAD Junction,PRE_PRCS0478099,22-12-2025,Monday,18:33,Evening,Apparel,Gumboots,2,Cash,179.00,358.00,5.75,352.25
3173,AN-VVMID012089,Female,Auto Nagar,PRE_PRCS0478090,20-12-2025,Saturday,18:39,Evening,General Merchandise,"Puja Items (Agarbatti, Camphor, Kumkum, Haldi)",3,Debit Card,120.00,360.00,10.75,349.25
3174,DN_VVMID016825,Male,Dwaraka Nagar,PRE_PRCS0478081,23-12-2025,Tuesday,18:45,Evening,Apparel,Overcoats,2,Credit Card,120.60,241.20,5.75,235.45
3175,MPM_VVMID28787,Male,Maddilapalem,PRE_PRCS0478072,24-12-2025,Wednesday,18:51,Evening,Apparel,Trench Coats,2,Debit Card,619.00,1238.00,5.75,1232.25
3176,MVPC_VVMID29971,Female,MVP Colony,PRE_PRCS0478063,25-12-2025,Thursday,18:57,Evening,Apparel,Shawls,2,UPI,744.80,1489.60,5.75,1483.85
3177,GJA_VVMID21315,Male,Gajuwaka,PRE_PRCS0478054,30-12-2025,Tuesday,19:03,Evening,Grocery & Staples,Nigella Seeds (Kalonji),2,Credit Card,124.60,249.20,5.75,243.45
3178,AN-VVMID012103,Male,Auto Nagar,PRE_PRCS0478045,23-01-2026,Friday,19:09,Evening,Dairy & Frozen,Frozen Spring Rolls,1,Debit Card,130.00,130.00,0.25,129.75
3179,VKPM_VVMID04500,Male,Visakhapatnam,PRE_PRCS0478036,10-01-2026,Saturday,19:15,Evening,Fruits & Vegitables,Radish,1,Cash,80.60,80.60,0.25,80.35
3180,MPM_VVMID28793,Male,Maddilapalem,PRE_PRCS0478027,05-01-2026,Monday,19:21,Evening,Personal Care,Mirrors,6,Debit Card,636.55,3819.30,27.95,3791.35
3181,VKPM_VVMID04503,Male,Visakhapatnam,PRE_PRCS0478018,14-01-2026,Wednesday,19:27,Evening,Home & Kitchen,"Festive Decorations (Torans, Bandanwar)",2,Net Banking,329.50,659.00,5.75,653.25
3182,JMBJ_VVMID26106,Male,Jagadamba Junction,PRE_PRCS0478009,26-12-2025,Friday,19:33,Evening,Apparel,"Innerwear (Vests, Briefs, Bras, Panties)",2,UPI,997.50,1995.00,5.75,1989.25
3183,VKPM_VVMID04506,Male,Visakhapatnam,PRE_PRCS0478000,21-12-2025,Sunday,19:39,Evening,General Merchandise,Gift Hampers,2,UPI,179.00,358.00,5.75,352.25
3184,VKPM_VVMID04509,Female,Visakhapatnam,PRE_PRCS0477991,11-01-2026,Sunday,19:45,Evening,Fruits & Vegitables,Sweet Potato,1,Debit Card,60.50,60.50,0.25,60.25
3185,VKPM_VVMID04512,Male,Visakhapatnam,PRE_PRCS0477982,12-01-2026,Monday,19:51,Evening,Fruits & Vegitables,Turnip,1,Cash,128.90,128.90,0.25,128.65
3186,VKPM_VVMID04515,Female,Visakhapatnam,PRE_PRCS0477973,13-01-2026,Tuesday,19:57,Evening,Fruits & Vegitables,Yam,1,UPI,340.80,340.80,0.25,340.55
3187,AN-VVMID012117,Male,Auto Nagar,PRE_PRCS0477964,31-12-2025,Wednesday,20:03,Evening,Grocery & Staples,Black Pepper,2,Debit Card,50.90,101.80,5.75,96.05
3188,VKPM_VVMID04518,Male,Visakhapatnam,PRE_PRCS0477955,24-01-2026,Saturday,20:09,Evening,Dairy & Frozen,Frozen Aloo Tikki,1,UPI,329.50,329.50,0.25,329.25
3189,VKPM_VVMID04521,Male,Visakhapatnam,PRE_PRCS0477946,14-01-2026,Wednesday,20:15,Evening,Fruits & Vegitables,Elephant Yam,1,Net Banking,329.50,329.50,0.25,329.25
3190,MVPC_VVMID29975,Male,MVP Colony,PRE_PRCS0477937,04-01-2026,Sunday,20:21,Evening,Personal Care,Vitamins / Supplements,6,UPI,409.30,2455.80,27.95,2427.85
3191,VKPM_VVMID04524,Female,Visakhapatnam,PRE_PRCS0477928,15-01-2026,Thursday,20:27,Evening,Home & Kitchen,Plastic Storage Boxes,2,Cash,1562.00,3124.00,5.75,3118.25
3192,VKPM_VVMID04527,Male,Visakhapatnam,PRE_PRCS0477919,27-12-2025,Saturday,20:33,Evening,Apparel,Pathani Suit,2,Cash,1690.80,3381.60,5.75,3375.85
3193,VKPM_VVMID04530,Male,Visakhapatnam,PRE_PRCS0477910,22-12-2025,Monday,20:39,Evening,General Merchandise,Greeting Cards,2,UPI,130.00,260.00,5.75,254.25
3194,VKPM_VVMID04533,Female,Visakhapatnam,PRE_PRCS0477901,16-01-2026,Friday,20:45,Evening,Home & Kitchen,Laundry Baskets,2,UPI,490.80,981.60,5.75,975.85
3195,VZNM_VVMID08249,Male,Vizianagaram,PRE_PRCS0477892,17-01-2026,Saturday,20:51,Evening,Home & Kitchen,Shoe Racks,2,UPI,1500.80,3001.60,5.75,2995.85
3196,SKLM_VVMID803980,Male,Srikakulam,PRE_PRCS0477883,18-01-2026,Sunday,20:57,Evening,Home & Kitchen,Wall Shelves,2,Net Banking,6696.60,13393.20,5.75,13387.45
3197,VKPM_VVMID04536,Male,Visakhapatnam,PRE_PRCS0477874,01-01-2026,Thursday,21:03,Evening,Grocery & Staples,Cloves,1,UPI,96.06,96.06,0.25,95.81
3198,VKPM_VVMID04539,Male,Visakhapatnam,PRE_PRCS0477865,25-01-2026,Sunday,21:09,Evening,Dairy & Frozen,Frozen Vada Pav,1,UPI,69.80,69.80,0.25,69.55
3199,VKPM_VVMID04542,Male,Visakhapatnam,PRE_PRCS0477856,15-01-2026,Thursday,21:15,Evening,Fruits & Vegitables,Colocasia (Taro Root),1,Cash,100.46,100.46,0.25,100.21
3200,JMBJ_VVMID26125,Male,Jagadamba Junction,PRE_PRCS0477847,03-01-2026,Saturday,21:21,Evening,Personal Care,"Pain Relief Balms (Moov, Iodex)",6,UPI,120.60,723.60,27.95,695.65
3201,GJA_VVMID21325,Male,Gajuwaka,PRE_PRCS0477838,19-01-2026,Monday,21:27,Evening,Home & Kitchen,Hangers,2,UPI,120.80,241.60,5.75,235.85
3202,VKPM_VVMID04545,Female,Visakhapatnam,PRE_PRCS0477829,28-12-2025,Sunday,21:33,Evening,Apparel,Jodhpuri Suit,2,Debit Card,1418.10,2836.20,5.75,2830.45
3203,NAD_VVMID30985,Male,NAD Junction,PRE_PRCS0477820,23-12-2025,Tuesday,21:39,Evening,General Merchandise,Balloons & Party Supplies,2,Cash,360.90,721.80,5.75,716.05
3204,VKPM_VVMID04548,Female,Visakhapatnam,PRE_PRCS0477811,30-12-2025,Tuesday,21:45,Evening,Grocery & Staples,Green Cardamom,2,UPI,179.00,358.00,5.75,352.25
3205,NAD_VVMID30989,Male,NAD Junction,PRE_PRCS0477802,26-01-2026,Monday,21:51,Evening,Dairy & Frozen,"Frozen Paratha (Aloo, Gobi, Laccha, Plain)",1,Cash,139.50,139.50,0.25,139.25
3206,VKPM_VVMID04551,Male,Visakhapatnam,PRE_PRCS0477793,16-01-2026,Friday,21:57,Evening,Fruits & Vegitables,Turmeric (raw),1,UPI,128.90,128.90,0.25,128.65
3207,VKPM_VVMID04554,Male,Visakhapatnam,PRE_PRCS0477784,02-01-2026,Friday,10:31,Morning,Personal Care,First Aid Kits,6,Cash,329.50,1977.00,27.95,1949.05
3208,AN-VVMID012131,Male,Auto Nagar,PRE_PRCS0477775,20-01-2026,Tuesday,10:37,Morning,Home & Kitchen,Storage Bins,2,Cash,299.00,598.00,5.75,592.25
3209,VKPM_VVMID04557,Female,Visakhapatnam,PRE_PRCS0477766,29-12-2025,Monday,10:43,Morning,Apparel,Hoodies,2,Cash,284.26,568.52,5.75,562.77
3210,DN_VVMID016839,Male,Dwaraka Nagar,PRE_PRCS0477757,24-12-2025,Wednesday,10:49,Morning,General Merchandise,Christmas Decorations,2,Credit Card,92.54,185.08,5.75,179.33
3211,JMBJ_VVMID26144,Male,Jagadamba Junction,PRE_PRCS0477748,25-01-2026,Sunday,10:55,Morning,Toys & Games,Kettlebell,3,UPI,80.50,241.50,10.75,230.75
3212,VKPM_VVMID04560,Female,Visakhapatnam,PRE_PRCS0477739,26-01-2026,Monday,11:01,Morning,Toys & Games,Ab Roller,3,Cash,299.00,897.00,10.75,886.25
3213,VKPM_VVMID04563,Male,Visakhapatnam,PRE_PRCS0477730,27-01-2026,Tuesday,11:07,Morning,Toys & Games,Hand Gripper,3,Debit Card,500.20,1500.60,10.75,1489.85
3214,MPM_VVMID28799,Male,Maddilapalem,PRE_PRCS0477721,25-12-2025,Thursday,11:13,Morning,General Merchandise,Holi Colors,2,Debit Card,1023.30,2046.60,5.75,2040.85
3215,VKPM_VVMID04566,Male,Visakhapatnam,PRE_PRCS0477712,28-01-2026,Wednesday,11:19,Morning,Toys & Games,Ankle Weights / Wrist Weights,3,Cash,2300.98,6902.94,10.75,6892.19
3216,NAD_VVMID30993,Male,NAD Junction,PRE_PRCS0477703,31-12-2025,Wednesday,11:25,Morning,Grocery & Staples,Black Cardamom,1,Cash,79.80,79.80,0.25,79.55
3217,VKPM_VVMID04569,Male,Visakhapatnam,PRE_PRCS0477694,29-01-2026,Thursday,11:31,Morning,Toys & Games,Frisbee,3,UPI,329.50,988.50,10.75,977.75
3218,DN_VVMID016853,Male,Dwaraka Nagar,PRE_PRCS0477685,01-01-2026,Thursday,11:37,Morning,Grocery & Staples,Cinnamon Sticks,1,Credit Card,94.14,94.14,0.25,93.89
3219,VKPM_VVMID04572,Male,Visakhapatnam,PRE_PRCS0477676,30-12-2025,Tuesday,11:43,Morning,Apparel,Cargo Pants,2,UPI,477.20,954.40,5.75,948.65
3220,VKPM_VVMID04575,Female,Visakhapatnam,PRE_PRCS0477667,31-12-2025,Wednesday,11:49,Morning,Apparel,Track Pants / Joggers,2,Net Banking,379.00,758.00,5.75,752.25
3221,VKPM_VVMID04578,Male,Visakhapatnam,PRE_PRCS0477658,01-01-2026,Thursday,11:55,Morning,Apparel,"Shorts (Casual, Denim, Cargo)",2,Cash,1647.80,3295.60,5.75,3289.85
3222,VKPM_VVMID04581,Female,Visakhapatnam,PRE_PRCS0477649,02-01-2026,Friday,12:01,Afternoon,Apparel,Three-fourths / Capris,2,UPI,764.00,1528.00,5.75,1522.25
3223,VZNM_VVMID08257,Male,Vizianagaram,PRE_PRCS0477640,03-01-2026,Saturday,12:07,Afternoon,Apparel,Pyjamas,2,UPI,80.60,161.20,5.75,155.45
3224,GJA_VVMID21335,Male,Gajuwaka,PRE_PRCS0477631,21-01-2026,Wednesday,12:13,Afternoon,Home & Kitchen,Drawer Organizers,2,Credit Card,329.50,659.00,5.75,653.25
3225,AN-VVMID012145,Male,Auto Nagar,PRE_PRCS0477622,22-01-2026,Thursday,12:19,Afternoon,Home & Kitchen,Wardrobe Organizers,2,Debit Card,9495.20,18990.40,5.75,18984.65
3226,VKPM_VVMID04584,Male,Visakhapatnam,PRE_PRCS0477613,01-01-2026,Thursday,12:25,Afternoon,Personal Care,Band-Aids,6,Debit Card,189.50,1137.00,27.95,1109.05
3227,VKPM_VVMID04587,Female,Visakhapatnam,PRE_PRCS0477604,31-12-2025,Wednesday,12:31,Afternoon,Personal Care,Antiseptic Creams,6,Cash,80.80,484.80,27.95,456.85
3228,VKPM_VVMID04590,Male,Visakhapatnam,PRE_PRCS0477595,30-12-2025,Tuesday,12:37,Afternoon,Personal Care,Hand Sanitizers,6,UPI,555.40,3332.40,27.95,3304.45
3229,VKPM_VVMID04593,Male,Visakhapatnam,PRE_PRCS0477586,29-12-2025,Monday,12:43,Afternoon,Personal Care,Face Masks (Medical),1,Net Banking,329.50,329.50,0.25,329.25
3230,DN_VVMID016867,Female,Dwaraka Nagar,PRE_PRCS0477577,27-01-2026,Tuesday,12:49,Afternoon,Dairy & Frozen,Frozen Pakoda / Bhajiya,1,Credit Card,139.00,139.00,0.25,138.75
3231,VKPM_VVMID04596,Male,Visakhapatnam,PRE_PRCS0477568,23-01-2026,Friday,12:55,Afternoon,Home & Kitchen,Vegetable Baskets,2,UPI,760.00,1520.00,5.75,1514.25
3232,VZNM_VVMID08265,Male,Vizianagaram,PRE_PRCS0477559,17-01-2026,Saturday,13:01,Afternoon,Fruits & Vegitables,Tapioca,1,UPI,128.90,128.90,0.25,128.65
3233,MPM_VVMID28805,Male,Maddilapalem,PRE_PRCS0477550,30-12-2025,Tuesday,13:07,Afternoon,Grocery & Staples,Bay Leaves,1,Debit Card,69.90,69.90,0.25,69.65
3234,SKLM_VVMID804000,Male,Srikakulam,PRE_PRCS0477541,18-01-2026,Sunday,13:13,Afternoon,Fruits & Vegitables,Tomato,1,Net Banking,80.00,80.00,0.25,79.75
3235,GJA_VVMID21345,Male,Gajuwaka,PRE_PRCS0477532,19-01-2026,Monday,13:19,Afternoon,Fruits & Vegitables,Brinjal (Eggplant),2,UPI,80.50,161.00,5.75,155.25
3236,AN-VVMID012159,Male,Auto Nagar,PRE_PRCS0477523,20-01-2026,Tuesday,13:25,Afternoon,Fruits & Vegitables,Lady Finger (Okra),2,Cash,45.80,91.60,5.75,85.85
3237,GJA_VVMID21355,Male,Gajuwaka,PRE_PRCS0477514,21-01-2026,Wednesday,13:31,Afternoon,Fruits & Vegitables,Bottle Gourd,2,Credit Card,69.50,139.00,5.75,133.25
3238,MPM_VVMID28811,Female,Maddilapalem,PRE_PRCS0477505,28-01-2026,Wednesday,13:37,Afternoon,Dairy & Frozen,Frozen Kebabs (Veg & Non-Veg),1,Debit Card,70.00,70.00,0.25,69.75
3239,MVPC_VVMID29979,Male,MVP Colony,PRE_PRCS0477496,29-01-2026,Thursday,13:43,Afternoon,Dairy & Frozen,Frozen Cutlets,1,UPI,119.00,119.00,0.25,118.75
3240,JMBJ_VVMID26163,Female,Jagadamba Junction,PRE_PRCS0477487,30-01-2026,Friday,13:49,Afternoon,Dairy & Frozen,Frozen Momos,1,UPI,128.60,128.60,0.25,128.35
3241,VKPM_VVMID04599,Male,Visakhapatnam,PRE_PRCS0477478,31-01-2026,Saturday,13:55,Afternoon,Dairy & Frozen,Frozen Parathas,1,Cash,129.00,129.00,0.25,128.75
3242,VKPM_VVMID04602,Male,Visakhapatnam,PRE_PRCS0477469,20-12-2025,Saturday,14:01,Afternoon,Dairy & Frozen,Frozen Naan,1,Debit Card,179.00,179.00,0.25,178.75
3243,AN-VVMID012173,Male,Auto Nagar,PRE_PRCS0477460,22-01-2026,Thursday,14:07,Afternoon,Fruits & Vegitables,Ridge Gourd,2,Debit Card,69.70,139.40,5.75,133.65
3244,VKPM_VVMID04605,Male,Visakhapatnam,PRE_PRCS0477451,23-01-2026,Friday,14:13,Afternoon,Fruits & Vegitables,Bitter Gourd,2,UPI,45.80,91.60,5.75,85.85
3245,VKPM_VVMID04608,Female,Visakhapatnam,PRE_PRCS0477442,24-01-2026,Saturday,14:19,Afternoon,Fruits & Vegitables,Snake Gourd,2,UPI,45.00,90.00,5.75,84.25
3246,NAD_VVMID30997,Male,NAD Junction,PRE_PRCS0477433,25-01-2026,Sunday,14:25,Afternoon,Fruits & Vegitables,Ivy Gourd (Tendli),2,Cash,2221.50,4443.00,5.75,4437.25
3247,VKPM_VVMID04611,Male,Visakhapatnam,PRE_PRCS0477424,24-01-2026,Saturday,14:31,Afternoon,Home & Kitchen,Dustbins / Trash Cans,2,UPI,329.50,659.00,5.75,653.25
3248,VKPM_VVMID04614,Female,Visakhapatnam,PRE_PRCS0477415,28-12-2025,Sunday,14:37,Afternoon,Personal Care,Heating Pads,1,Cash,481.80,481.80,0.25,481.55
3249,VKPM_VVMID04617,Male,Visakhapatnam,PRE_PRCS0477406,27-12-2025,Saturday,14:43,Afternoon,Personal Care,Shampoo,1,UPI,119.60,119.60,0.25,119.35
3250,MVPC_VVMID29983,Male,MVP Colony,PRE_PRCS0477397,31-12-2025,Wednesday,14:49,Afternoon,Grocery & Staples,Star Anise,1,UPI,189.70,189.70,0.25,189.45
3251,VKPM_VVMID04620,Male,Visakhapatnam,PRE_PRCS0477388,21-12-2025,Sunday,14:55,Afternoon,Dairy & Frozen,Frozen Roti / Chapati,2,Cash,129.70,259.40,5.75,253.65
3252,DN_VVMID016881,Male,Dwaraka Nagar,PRE_PRCS0477379,26-01-2026,Monday,15:01,Afternoon,Fruits & Vegitables,Ash Gourd,2,Credit Card,80.75,161.50,5.75,155.75
3253,VZNM_VVMID08273,Male,Vizianagaram,PRE_PRCS0477370,26-12-2025,Friday,15:07,Afternoon,Personal Care,Conditioner,1,UPI,104.30,104.30,0.25,104.05
3254,NAD_VVMID31001,Male,NAD Junction,PRE_PRCS0477361,25-01-2026,Sunday,15:13,Afternoon,Home & Kitchen,Plastic Chairs / Stools,1,Cash,2181.00,2181.00,0.25,2180.75
3255,SKLM_VVMID804020,Male,Srikakulam,PRE_PRCS0477352,04-01-2026,Sunday,15:19,Afternoon,Apparel,Mufflers / Scarves,1,Net Banking,300.00,300.00,0.25,299.75
3256,MVPC_VVMID29987,Female,MVP Colony,PRE_PRCS0477343,26-12-2025,Friday,15:25,Afternoon,General Merchandise,Car Air Fresheners,2,UPI,2300.90,4601.80,5.75,4596.05
3257,GJA_VVMID21365,Male,Gajuwaka,PRE_PRCS0477334,05-01-2026,Monday,15:31,Afternoon,Apparel,"Sarees (Cotton, Silk, Georgette, Chiffon, Banarasi, Kanjeevaram, etc.)",1,UPI,3099.40,3099.40,0.25,3099.15
3258,SKLM_VVMID804040,Female,Srikakulam,PRE_PRCS0477325,25-12-2025,Thursday,15:37,Afternoon,Personal Care,Hair Oil,1,Net Banking,210.40,210.40,0.25,210.15
3259,GJA_VVMID21375,Male,Gajuwaka,PRE_PRCS0477316,24-12-2025,Wednesday,15:43,Afternoon,Personal Care,Hair Serum,1,UPI,320.80,320.80,0.25,320.55
3260,VKPM_VVMID04623,Male,Visakhapatnam,PRE_PRCS0477307,22-12-2025,Monday,15:49,Afternoon,Dairy & Frozen,Frozen Puri,2,UPI,129.90,259.80,5.75,254.05
3261,AN-VVMID012187,Male,Auto Nagar,PRE_PRCS0477298,23-12-2025,Tuesday,15:55,Afternoon,Personal Care,Hair Gel,1,Cash,569.60,569.60,0.25,569.35
3262,GJA_VVMID21385,Male,Gajuwaka,PRE_PRCS0477289,22-12-2025,Monday,16:01,Afternoon,Personal Care,Hair Wax,1,Credit Card,382.90,382.90,0.25,382.65
3263,VKPM_VVMID04626,Female,Visakhapatnam,PRE_PRCS0477280,23-12-2025,Tuesday,16:07,Afternoon,Dairy & Frozen,Frozen Biryani,2,Net Banking,300.90,601.80,5.75,596.05
3264,JMBJ_VVMID26182,Male,Jagadamba Junction,PRE_PRCS0477271,01-01-2026,Thursday,16:13,Afternoon,Grocery & Staples,Mace,1,UPI,45.80,45.80,0.25,45.55
3265,VKPM_VVMID04629,Male,Visakhapatnam,PRE_PRCS0477262,20-12-2025,Saturday,16:19,Afternoon,Grocery & Staples,Nutmeg,1,Cash,129.70,129.70,0.25,129.45
3266,AN-VVMID012201,Female,Auto Nagar,PRE_PRCS0477253,21-12-2025,Sunday,16:25,Afternoon,Personal Care,Hair Cream,1,Debit Card,179.00,179.00,0.25,178.75
3267,VKPM_VVMID04632,Male,Visakhapatnam,PRE_PRCS0477244,30-12-2025,Tuesday,16:31,Afternoon,Personal Care,Hair Spray,2,UPI,362.20,724.40,5.75,718.65
3268,VKPM_VVMID04635,Male,Visakhapatnam,PRE_PRCS0477235,24-12-2025,Wednesday,16:37,Afternoon,Dairy & Frozen,Frozen Pulao,4,Cash,179.00,716.00,16.75,699.25
3269,MPM_VVMID28817,Male,Maddilapalem,PRE_PRCS0477226,27-01-2026,Tuesday,16:43,Afternoon,Fruits & Vegitables,Pumpkin,2,Debit Card,80.60,161.20,5.75,155.45
3270,MVPC_VVMID29991,Male,MVP Colony,PRE_PRCS0477217,28-01-2026,Wednesday,16:49,Afternoon,Fruits & Vegitables,Cucumber,2,UPI,114.46,228.92,5.75,223.17
3271,JMBJ_VVMID26201,Male,Jagadamba Junction,PRE_PRCS0477208,29-01-2026,Thursday,16:55,Afternoon,Fruits & Vegitables,Drumstick,2,UPI,329.50,659.00,5.75,653.25
3272,VKPM_VVMID04638,Male,Visakhapatnam,PRE_PRCS0477199,21-12-2025,Sunday,17:01,Evening,Grocery & Staples,Dry Red Chillies,1,Debit Card,329.50,329.50,0.25,329.25
3273,VKPM_VVMID04641,Male,Visakhapatnam,PRE_PRCS0477190,25-12-2025,Thursday,17:07,Evening,Dairy & Frozen,Frozen Dal Makhani,2,UPI,138.80,277.60,5.75,271.85
3274,VKPM_VVMID04644,Female,Visakhapatnam,PRE_PRCS0477181,30-01-2026,Friday,17:13,Evening,Fruits & Vegitables,Cauliflower,1,Cash,86.30,86.30,0.25,86.05
3275,VKPM_VVMID04647,Male,Visakhapatnam,PRE_PRCS0477172,31-12-2025,Wednesday,17:19,Evening,Personal Care,Hair Color/Dye,2,UPI,179.00,358.00,5.75,352.25
3276,DN_VVMID016895,Female,Dwaraka Nagar,PRE_PRCS0477163,26-01-2026,Monday,17:25,Evening,Home & Kitchen,Foldable Tables,1,Credit Card,329.50,329.50,0.25,329.25
3277,AN-VVMID012215,Male,Auto Nagar,PRE_PRCS0477154,06-01-2026,Tuesday,17:31,Evening,Apparel,Blouses (Western),2,Cash,220.90,441.80,5.75,436.05
3278,JMBJ_VVMID26220,Male,Jagadamba Junction,PRE_PRCS0477145,27-12-2025,Saturday,17:37,Evening,General Merchandise,Microfiber Cloths,2,UPI,45.80,91.60,5.75,85.85
3279,GJA_VVMID21395,Male,Gajuwaka,PRE_PRCS0477136,07-01-2026,Wednesday,17:43,Evening,Apparel,Crop Tops,3,Credit Card,113.98,341.94,10.75,331.19
3280,VKPM_VVMID04650,Male,Visakhapatnam,PRE_PRCS0477127,28-12-2025,Sunday,17:49,Evening,General Merchandise,Car Cleaning Products,2,Cash,6245.90,12491.80,5.75,12486.05
